telephone:23.142;6.400022790118987;0.00659423828125;0.04266666666666665;0.0020870173222939372;0.015886889900861224;604.2880229587053;
telephone:17.908;6.400023963725443;0.00917578125;0.04266666666666665;6.367122840720541E-4;0.010524983667922195;655.5306893526771;
telephone:22.079;6.400008990423473;0.006611328125;0.04266666666666665;1.669611311559994E-4;0.0032238640078023797;665.9736181735892;
telephone:7.81;6.400066101110371;0.0019267578125;0.04266666666666665;0.0038825386928001133;0.0453556284892857;472.66172393200196;
telephone:22.36;6.400022588642795;0.00798486328125;0.04266666666666665;0.0015489609912250992;0.014379013607854955;607.8887405512722;
telephone:12.482;6.400018991180254;0.00242626953125;0.04266666666666665;0.0011328852699565234;0.01212663483984281;608.85093965269;
telephone:18.052;6.400008707522854;0.00767041015625;0.04266666666666665;1.5200502699201117E-4;0.0030210339091154064;680.381867807901;
telephone:18.731;6.400023718382251;0.00522509765625;0.04266666666666665;0.0011341515966758308;0.013693587384955588;545.7676855942534;
telephone:12.349;6.400009085413247;0.00290869140625;0.04266666666666665;7.695139053202538E-4;0.006319233012210922;660.1176719345187;
telephone:20.67;6.400019394306824;0.00834228515625;0.04266666666666665;0.001014921763289756;0.009683707280751176;607.3779230019111;
telephone:18.776;6.400006772332272;0.0097080078125;0.04266666666666665;7.002742812868754E-5;0.0019550896219553203;672.1192099919933;
telephone:12.531;6.4000117573535285;0.00353515625;0.04266666666666665;5.765919746269631E-4;0.005995407187239605;653.8057769136931;
telephone:21.551;6.400007249278498;0.0095009765625;0.04266666666666665;6.786208308271375E-5;0.001964257915329737;660.1302938910577;
telephone:10.296;6.400013385569245;0.00191796875;0.04266666666666665;7.520915166978802E-4;0.008641320243597183;593.3105791230303;
telephone:22.652;6.400033157690868;0.008322265625;0.04266666666666665;4.45553510788139E-4;0.011913058695281054;600.4149160172245;
telephone:17.198;6.400014490084054;0.00450390625;0.04266666666666665;7.395713847414926E-4;0.00865006038335191;636.1971371271076;
doorknock:14.856;6.400021347615432;0.0040673828125;0.04266666666666665;2.9847257882803524E-4;0.007734650891316967;653.9503031006038;
doorknock:16.483;6.4000040473465125;0.0025673828125;0.04266666666666665;7.453782440936854E-5;0.0014505518813881172;656.6270117477317;
doorknock:16.243;6.300003681718949;0.00308984375;0.04199999999999999;4.2370507283464925E-5;0.0010727223424681896;643.9189033141395;
